Country,Date,Confirmed,Deaths,Recovered,Active,New_cases,New_deaths,New_recovered,WHO_Region
Chad,6/19/2020,858,74,742,42,4,0,9,Africa
Chile,6/19/2020,231393,4093,191491,35809,6290,252,5050,Americas
China,6/19/2020,84494,4638,77939,1917,0,0,0,Western Pacific
Colombia,6/19/2020,63276,2045,22726,38505,3059,95,1365,Americas
Comoros,6/19/2020,210,5,129,76,0,0,0,Africa
Congo (Brazzaville),6/19/2020,883,27,391,465,0,0,0,Africa
Congo (Kinshasa),6/19/2020,5477,122,719,4636,194,5,34,Africa
Costa Rica,6/19/2020,2058,12,982,1064,119,0,45,Americas
Cote d'Ivoire,6/19/2020,6874,49,2942,3883,430,0,79,Africa
Croatia,6/19/2020,2280,107,2142,31,11,0,0,Europe
Cuba,6/19/2020,2305,85,2037,183,10,0,17,Americas
Cyprus,6/19/2020,985,19,818,148,0,0,0,Europe
Czechia,6/19/2020,10406,335,7473,2598,126,1,33,Europe
Denmark,6/19/2020,12578,600,11469,509,47,0,40,Europe
Djibouti,6/19/2020,4565,45,3565,955,8,2,38,Eastern Mediterranean
Dominica,6/19/2020,18,0,18,0,0,0,0,Americas
Dominican Republic,6/19/2020,25068,647,14605,9816,423,12,312,Americas
Ecuador,6/19/2020,49731,4156,24446,21129,634,69,323,Americas
Egypt,6/19/2020,52211,2017,13928,36266,1774,79,400,Eastern Mediterranean
El Salvador,6/19/2020,4329,86,2310,1933,129,4,75,Americas
Equatorial Guinea,6/19/2020,1664,32,515,1117,0,0,0,Africa
Eritrea,6/19/2020,142,0,39,103,0,0,0,Africa
Estonia,6/19/2020,1979,69,1755,155,2,0,7,Europe
Eswatini,6/19/2020,623,4,276,343,37,0,9,Africa
Ethiopia,6/19/2020,4070,72,1029,2969,116,7,95,Africa
Fiji,6/19/2020,18,0,18,0,0,0,0,Western Pacific
Finland,6/19/2020,7133,326,6200,607,14,0,0,Europe
France,6/19/2020,196711,29620,74241,92850,811,14,230,Europe
Gabon,6/19/2020,4428,34,1750,2644,88,2,93,Africa
Gambia,6/19/2020,36,1,24,11,0,0,0,Africa
Georgia,6/19/2020,896,14,741,141,3,0,2,Europe
Germany,6/19/2020,190299,8887,173972,7440,482,12,125,Europe
Ghana,6/19/2020,13203,70,4548,8585,274,4,80,Africa
Greece,6/19/2020,3237,189,1374,1674,10,1,0,Europe
Greenland,6/19/2020,13,0,13,0,0,0,0,Europe
Grenada,6/19/2020,23,0,23,0,0,0,0,Americas
Guatemala,6/19/2020,12509,483,2419,9607,641,34,129,Americas
Guinea,6/19/2020,4904,27,3522,1355,63,1,55,Africa
Guinea-Bissau,6/19/2020,1541,17,153,1371,49,2,0,Africa
Guyana,6/19/2020,183,12,102,69,0,0,0,Americas
Haiti,6/19/2020,4980,87,24,4869,64,3,0,Americas
Holy See,6/19/2020,12,0,12,0,0,0,0,Europe
Honduras,6/19/2020,11258,349,1214,9695,519,6,35,Americas
Hungary,6/19/2020,4081,568,2581,932,2,0,17,Europe
Iceland,6/19/2020,1815,10,1797,8,1,0,2,Europe
India,6/19/2020,395048,12948,213831,168269,14516,375,9120,South-East Asia
Indonesia,6/19/2020,43803,2373,17349,24081,1041,34,551,South-East Asia
Iran,6/19/2020,200262,9392,159192,31678,2615,120,2201,Eastern Mediterranean
Iraq,6/19/2020,27352,925,12205,14222,1635,69,872,Eastern Mediterranean
Ireland,6/19/2020,25368,1714,22698,956,13,0,0,Europe
Israel,6/19/2020,20339,304,15586,4449,303,1,68,Europe
Italy,6/19/2020,238011,34561,181907,21543,0,47,1363,Europe
Jamaica,6/19/2020,652,10,458,184,14,0,0,Americas
Japan,6/19/2020,17658,951,15844,863,70,16,91,Western Pacific
Jordan,6/19/2020,1008,9,708,291,7,0,11,Eastern Mediterranean
Kazakhstan,6/19/2020,16779,113,10411,6255,902,13,346,Europe
Kenya,6/19/2020,4374,119,1550,2705,117,2,91,Africa
Kosovo,6/19/2020,1486,33,953,500,0,0,0,Europe
Kuwait,6/19/2020,38678,313,30190,8175,604,5,678,Eastern Mediterranean
Kyrgyzstan,6/19/2020,2789,32,1961,796,132,1,28,Europe
Laos,6/19/2020,19,0,19,0,0,0,0,Western Pacific
Latvia,6/19/2020,1110,30,903,177,2,0,0,Europe
Lebanon,6/19/2020,1510,32,960,518,15,0,16,Eastern Mediterranean
Lesotho,6/19/2020,4,0,2,2,0,0,0,Africa
Liberia,6/19/2020,581,33,250,298,39,0,0,Africa
Libya,6/19/2020,520,10,83,427,10,0,2,Eastern Mediterranean
Liechtenstein,6/19/2020,82,1,81,0,0,0,0,Europe
Lithuania,6/19/2020,1792,76,1462,254,8,0,13,Europe
Luxembourg,6/19/2020,4099,110,3944,45,8,0,4,Europe
Madagascar,6/19/2020,1443,13,498,932,40,0,35,Africa
Malawi,6/19/2020,620,8,91,521,28,0,17,Africa
Malaysia,6/19/2020,8535,121,8070,344,6,0,70,Western Pacific
Maldives,6/19/2020,2150,8,1769,373,13,0,92,South-East Asia
Mali,6/19/2020,1923,108,1217,598,17,1,25,Africa
Malta,6/19/2020,663,9,613,41,0,0,3,Europe
Mauritania,6/19/2020,2621,102,653,1866,197,5,103,Africa
Mauritius,6/19/2020,337,10,325,2,0,0,0,Africa
Mexico,6/19/2020,170485,20394,126438,23653,5030,647,4258,Americas
Moldova,6/19/2020,13556,450,7525,5581,450,6,273,Europe
Monaco,6/19/2020,99,4,94,1,0,0,0,Europe
Mongolia,6/19/2020,204,0,139,65,0,0,7,Western Pacific
Montenegro,6/19/2020,355,9,315,31,18,0,0,Europe
Morocco,6/19/2020,9613,213,8117,1283,539,0,76,Eastern Mediterranean
Mozambique,6/19/2020,668,4,0,664,6,0,0,Africa
Namibia,6/19/2020,45,0,19,26,6,0,0,Africa
Nepal,6/19/2020,8274,22,1402,6850,426,0,216,South-East Asia
Netherlands,6/19/2020,49627,6100,179,43348,107,3,0,Europe
New Zealand,6/19/2020,1509,22,1482,5,2,0,0,Western Pacific
Nicaragua,6/19/2020,1823,64,1238,521,0,0,0,Americas
Niger,6/19/2020,1020,67,901,52,0,0,0,Africa
Nigeria,6/19/2020,19147,487,6581,12079,667,12,274,Africa
North Macedonia,6/19/2020,4820,222,1863,2735,156,6,27,Europe
Norway,6/19/2020,8726,244,8138,344,18,0,0,Europe
Oman,6/19/2020,27670,125,13974,13571,852,6,710,Eastern Mediterranean
Pakistan,6/19/2020,171666,3382,63504,104780,6604,153,2121,Eastern Mediterranean
Panama,6/19/2020,24274,485,14359,9430,923,10,577,Americas
Papua New Guinea,6/19/2020,8,0,8,0,0,0,0,Western Pacific
Paraguay,6/19/2020,1336,13,741,582,6,0,24,Americas
Peru,6/19/2020,247925,7660,135520,104745,3537,199,4330,Americas
Philippines,6/19/2020,28459,1130,7378,19951,660,14,288,Western Pacific
Poland,6/19/2020,31316,1334,15698,14284,301,18,381,Europe
Portugal,6/19/2020,38464,1527,24477,12460,375,3,467,Europe
Qatar,6/19/2020,85462,93,65409,19960,1021,7,1767,Eastern Mediterranean
Romania,6/19/2020,23400,1484,16555,5361,320,11,247,Europe
Russia,6/19/2020,568292,7831,323851,236610,7971,181,10442,Europe
Rwanda,6/19/2020,661,2,351,308,15,0,1,Africa
Saint Kitts and Nevis,6/19/2020,15,0,15,0,0,0,0,Americas
Saint Lucia,6/19/2020,19,0,18,1,0,0,0,Americas
Saint Vincent and the Grenadines,6/19/2020,29,0,26,3,0,0,0,Americas
San Marino,6/19/2020,696,42,610,44,0,0,1,Europe
Sao Tome and Principe,6/19/2020,693,12,199,482,5,0,8,Africa
Saudi Arabia,6/19/2020,150292,1184,95764,53344,4301,45,1849,Eastern Mediterranean
Senegal,6/19/2020,5639,79,3788,1772,164,3,72,Africa
Serbia,6/19/2020,12709,259,11822,628,93,1,53,Europe
Seychelles,6/19/2020,11,0,11,0,0,0,0,Africa
Sierra Leone,6/19/2020,1298,53,732,513,26,2,22,Africa
Singapore,6/19/2020,41615,26,33459,8130,142,0,747,Western Pacific
Slovakia,6/19/2020,1576,28,1447,101,14,0,4,Europe
Slovenia,6/19/2020,1513,109,1359,45,2,0,0,Europe
Somalia,6/19/2020,2719,88,724,1907,0,0,0,Eastern Mediterranean
South Africa,6/19/2020,87715,1831,47825,38059,3825,94,2905,Africa
South Korea,6/19/2020,12373,280,10856,1237,67,0,21,Western Pacific
South Sudan,6/19/2020,1864,34,122,1708,34,2,5,Africa
Spain,6/19/2020,245575,28315,150376,66884,307,1179,0,Europe
Sri Lanka,6/19/2020,1950,11,1446,493,3,0,25,South-East Asia
Sudan,6/19/2020,8316,506,3086,4724,296,19,120,Eastern Mediterranean
Suriname,6/19/2020,293,8,74,211,16,1,0,Americas
Sweden,6/19/2020,58076,5105,0,52971,2033,52,0,Europe
Switzerland,6/19/2020,31235,1956,28900,379,35,0,0,Europe
Syria,6/19/2020,187,7,0,180,0,0,0,Eastern Mediterranean
Taiwan*,6/19/2020,446,7,434,5,0,0,0,Western Pacific
Tajikistan,6/19/2020,5338,51,3830,1457,59,0,68,Europe
Tanzania,6/19/2020,509,21,183,305,0,0,0,Africa
Thailand,6/19/2020,3146,58,3008,80,5,0,11,South-East Asia
Timor-Leste,6/19/2020,24,0,0,24,0,0,0,South-East Asia
Togo,6/19/2020,555,13,361,181,8,0,8,Africa
Trinidad and Tobago,6/19/2020,123,8,109,6,0,0,0,Americas
Tunisia,6/19/2020,1146,50,1014,82,14,0,8,Eastern Mediterranean
Turkey,6/19/2020,185245,4905,157516,22824,1214,23,1494,Europe
US,6/19/2020,2222579,119739,606715,1496125,31480,672,7600,Americas
Uganda,6/19/2020,755,0,492,263,14,0,6,Africa
Ukraine,6/19/2020,35755,995,16588,18172,922,19,587,Europe
United Arab Emirates,6/19/2020,44145,300,30996,12849,393,2,755,Eastern Mediterranean
United Kingdom,6/19/2020,277974,42653,1319,234002,984,173,6,Europe
Uruguay,6/19/2020,853,24,814,15,3,0,0,Americas
Uzbekistan,6/19/2020,5946,19,4273,1654,179,0,107,Europe
Venezuela,6/19/2020,3591,30,835,2726,108,2,0,Americas
Vietnam,6/19/2020,349,0,326,23,7,0,1,Western Pacific
West Bank and Gaza,6/19/2020,675,3,437,235,75,0,22,Eastern Mediterranean
Western Sahara,6/19/2020,9,1,8,0,0,0,0,Africa
Yemen,6/19/2020,919,251,288,380,10,3,15,Eastern Mediterranean
Zambia,6/19/2020,1430,11,1194,225,14,0,50,Africa
Zimbabwe,6/19/2020,479,4,63,412,16,0,0,Africa
Afghanistan,6/20/2020,28424,569,8292,19563,546,21,330,Eastern Mediterranean
Albania,6/20/2020,1891,43,1126,722,53,1,12,Europe
Algeria,6/20/2020,11631,837,8324,2470,127,12,128,Africa
Andorra,6/20/2020,855,52,792,11,0,0,0,Europe
Angola,6/20/2020,176,9,66,101,4,1,0,Africa
Antigua and Barbuda,6/20/2020,26,3,22,1,0,0,0,Americas
Argentina,6/20/2020,41204,992,12206,28006,1634,13,355,Americas
Armenia,6/20/2020,19708,332,8854,10522,551,13,588,Europe
Australia,6/20/2020,7461,102,6896,463,50,0,15,Western Pacific
Austria,6/20/2020,17323,688,16175,460,52,0,34,Europe
Azerbaijan,6/20/2020,12238,148,6516,5574,471,5,191,Europe
Bahamas,6/20/2020,104,11,74,19,0,0,0,Americas
Bahrain,6/20/2020,21331,60,15790,5481,415,3,503,Eastern Mediterranean
Bangladesh,6/20/2020,108775,1425,43993,63357,3240,37,1048,South-East Asia
Barbados,6/20/2020,97,7,85,5,0,0,0,Americas
Belarus,6/20/2020,57936,343,36749,20844,603,6,1474,Europe
Belgium,6/20/2020,60550,9696,16771,34083,74,1,20,Europe
Belize,6/20/2020,22,2,17,3,0,0,0,Americas
Benin,6/20/2020,650,11,247,392,0,0,0,Africa
Bhutan,6/20/2020,68,0,30,38,0,0,2,South-East Asia
Bolivia,6/20/2020,23512,740,5086,17686,1036,25,416,Americas
Bosnia and Herzegovina,6/20/2020,3273,169,2241,863,0,0,0,Europe
Botswana,6/20/2020,89,1,25,63,0,0,0,Africa
Brazil,6/20/2020,1067579,49976,576779,440824,34666,1022,25148,Americas
Brunei,6/20/2020,141,3,138,0,0,0,0,Western Pacific
Bulgaria,6/20/2020,3872,199,2027,1646,117,6,19,Europe
Burkina Faso,6/20/2020,901,53,810,38,1,0,0,Africa
Burma,6/20/2020,287,6,196,85,1,0,4,South-East Asia
Burundi,6/20/2020,104,1,75,28,0,0,0,Africa
Cabo Verde,6/20/2020,863,8,377,478,15,0,0,Africa
Cambodia,6/20/2020,129,0,126,3,0,0,0,Western Pacific
Cameroon,6/20/2020,11610,301,7702,3607,972,19,154,Africa
Canada,6/20/2020,102749,8465,0,94284,448,58,0,Americas
Central African Republic,6/20/2020,2686,19,420,2247,81,0,3,Africa
Chad,6/20/2020,858,74,746,38,0,0,4,Africa
Chile,6/20/2020,236748,4295,196609,35844,5355,202,5118,Americas
China,6/20/2020,84553,4639,77958,1956,59,1,19,Western Pacific
Colombia,6/20/2020,65633,2126,24035,39472,2357,81,1309,Americas
Comoros,6/20/2020,247,5,159,83,37,0,30,Africa
Congo (Brazzaville),6/20/2020,883,27,391,465,0,0,0,Africa
Congo (Kinshasa),6/20/2020,5672,125,807,4740,195,3,88,Africa
Costa Rica,6/20/2020,2127,12,1014,1101,69,0,32,Americas
Cote d'Ivoire,6/20/2020,7276,52,2992,4232,402,3,50,Africa
Croatia,6/20/2020,2299,107,2142,50,19,0,0,Europe
Cuba,6/20/2020,2309,85,2071,153,4,0,34,Americas
Cyprus,6/20/2020,985,19,824,142,0,0,6,Europe
Czechia,6/20/2020,10448,336,7477,2635,42,1,4,Europe
Denmark,6/20/2020,12578,600,11469,509,0,0,0,Europe
Djibouti,6/20/2020,4565,45,3565,955,0,0,0,Eastern Mediterranean
Dominica,6/20/2020,18,0,18,0,0,0,0,Americas
Dominican Republic,6/20/2020,25778,655,14957,10166,710,8,352,Americas
Ecuador,6/20/2020,49731,4156,24446,21129,0,0,0,Americas
Egypt,6/20/2020,53758,2106,14327,37325,1547,89,399,Eastern Mediterranean
El Salvador,6/20/2020,4475,93,2449,1933,146,7,139,Americas
Equatorial Guinea,6/20/2020,1664,32,515,1117,0,0,0,Africa
Eritrea,6/20/2020,143,0,39,104,1,0,0,Africa
Estonia,6/20/2020,1981,69,1758,154,2,0,3,Europe
Eswatini,6/20/2020,627,5,285,337,4,1,9,Africa
Ethiopia,6/20/2020,4469,72,1122,3275,399,0,93,Africa
Fiji,6/20/2020,18,0,18,0,0,0,0,Western Pacific
Finland,6/20/2020,7142,326,6200,616,9,0,0,Europe
France,6/20/2020,197352,29636,74436,93280,641,16,195,Europe
Gabon,6/20/2020,4428,34,1750,2644,0,0,0,Africa
Gambia,6/20/2020,37,2,24,11,1,1,0,Africa
Georgia,6/20/2020,898,14,752,132,2,0,11,Europe
Germany,6/20/2020,190670,8895,174609,7166,371,8,637,Europe
Ghana,6/20/2020,13717,85,10074,3558,514,15,5526,Africa
Greece,6/20/2020,3256,190,1374,1692,19,1,0,Europe
Greenland,6/20/2020,13,0,13,0,0,0,0,Europe
Grenada,6/20/2020,23,0,23,0,0,0,0,Americas
Guatemala,6/20/2020,12755,514,2558,9683,246,31,139,Americas
Guinea,6/20/2020,4960,27,3630,1303,56,0,108,Africa
Guinea-Bissau,6/20/2020,1541,17,153,1371,0,0,0,Africa
Guyana,6/20/2020,183,12,102,69,0,0,0,Americas
Haiti,6/20/2020,5077,88,24,4965,97,1,0,Americas
Holy See,6/20/2020,12,0,12,0,0,0,0,Europe
Honduras,6/20/2020,12306,358,1275,10673,1048,9,61,Americas
Hungary,6/20/2020,4086,570,2585,931,5,2,4,Europe
Iceland,6/20/2020,1815,10,1794,11,0,0,3,Europe
India,6/20/2020,410451,13254,227728,169469,15403,306,13897,South-East Asia
Indonesia,6/20/2020,45029,2429,17883,24717,1226,56,534,South-East Asia
Iran,6/20/2020,202584,9507,161384,31693,2322,115,2192,Eastern Mediterranean
Iraq,6/20/2020,29222,1013,13211,14998,1870,88,1006,Eastern Mediterranean
Ireland,6/20/2020,25374,1715,22698,961,6,1,0,Europe
Israel,6/20/2020,20633,305,15586,4742,294,1,0,Europe
Italy,6/20/2020,238275,34610,182453,21212,264,49,546,Europe
Jamaica,6/20/2020,657,10,462,185,5,0,4,Americas
Japan,6/20/2020,17725,955,15948,822,67,4,104,Western Pacific
Jordan,6/20/2020,1015,9,722,284,7,0,14,Eastern Mediterranean
Kazakhstan,6/20/2020,17225,118,10671,6436,446,5,260,Europe
Kenya,6/20/2020,4478,121,1586,2771,104,2,36,Africa
Kosovo,6/20/2020,1486,33,953,500,0,0,0,Europe
Kuwait,6/20/2020,39145,319,30726,8100,467,6,536,Eastern Mediterranean
Kyrgyzstan,6/20/2020,2981,35,1981,965,192,3,20,Europe
Laos,6/20/2020,19,0,19,0,0,0,0,Western Pacific
Latvia,6/20/2020,1111,30,903,178,1,0,0,Europe
Lebanon,6/20/2020,1536,32,1006,498,26,0,46,Eastern Mediterranean
Lesotho,6/20/2020,4,0,2,2,0,0,0,Africa
Liberia,6/20/2020,601,33,254,314,20,0,4,Africa
Libya,6/20/2020,544,10,98,436,24,0,15,Eastern Mediterranean
Liechtenstein,6/20/2020,82,1,81,0,0,0,0,Europe
Lithuania,6/20/2020,1795,76,1470,249,3,0,8,Europe
Luxembourg,6/20/2020,4105,110,3951,44,6,0,7,Europe
Madagascar,6/20/2020,1503,13,618,872,60,0,120,Africa
Malawi,6/20/2020,620,8,91,521,0,0,0,Africa
Malaysia,6/20/2020,8556,121,8146,289,21,0,76,Western Pacific
Maldives,6/20/2020,2187,8,1788,391,37,0,19,South-East Asia
Mali,6/20/2020,1933,109,1255,569,10,1,38,Africa
Malta,6/20/2020,664,9,616,39,1,0,3,Europe
Mauritania,6/20/2020,2813,108,696,2009,192,6,43,Africa
Mauritius,6/20/2020,337,10,326,1,0,0,1,Africa
Mexico,6/20/2020,175202,20781,130854,23567,4717,387,4416,Americas
Moldova,6/20/2020,13953,464,7745,5744,397,14,220,Europe
Monaco,6/20/2020,99,4,94,1,0,0,0,Europe
Mongolia,6/20/2020,206,0,139,67,2,0,0,Western Pacific
Montenegro,6/20/2020,359,9,315,35,4,0,0,Europe
Morocco,6/20/2020,9839,213,8223,1403,226,0,106,Eastern Mediterranean
Mozambique,6/20/2020,688,4,0,684,20,0,0,Africa
Namibia,6/20/2020,46,0,19,27,1,0,0,Africa
Nepal,6/20/2020,8605,22,1578,7005,331,0,176,South-East Asia
Netherlands,6/20/2020,49703,6108,179,43416,76,8,0,Europe
New Zealand,6/20/2020,1511,22,1482,7,2,0,0,Western Pacific
Nicaragua,6/20/2020,1823,64,1238,521,0,0,0,Americas
Niger,6/20/2020,1035,67,911,57,15,0,10,Africa
Nigeria,6/20/2020,19808,506,6718,12584,661,19,137,Africa
North Macedonia,6/20/2020,5005,233,1904,2868,185,11,41,Europe
Norway,6/20/2020,8742,244,8138,360,16,0,0,Europe
Oman,6/20/2020,28566,128,14780,13658,896,3,806,Eastern Mediterranean
Pakistan,6/20/2020,176617,3501,67892,105224,4951,119,4388,Eastern Mediterranean
Panama,6/20/2020,25222,493,14359,10370,948,8,0,Americas
Papua New Guinea,6/20/2020,8,0,8,0,0,0,0,Western Pacific
Paraguay,6/20/2020,1362,13,791,558,26,0,50,Americas
Peru,6/20/2020,251338,7861,143017,100460,3413,201,7497,Americas
Philippines,6/20/2020,29400,1150,7650,20600,941,20,272,Western Pacific
Poland,6/20/2020,31620,1346,16181,14093,304,12,483,Europe
Portugal,6/20/2020,38841,1528,24906,12407,377,1,429,Europe
Qatar,6/20/2020,86488,94,66763,19631,1026,1,1354,Eastern Mediterranean
Romania,6/20/2020,23730,1500,16735,5495,330,16,180,Europe
Russia,6/20/2020,576162,7992,334024,234146,7870,161,10173,Europe
Rwanda,6/20/2020,702,2,357,343,41,0,6,Africa
Saint Kitts and Nevis,6/20/2020,15,0,15,0,0,0,0,Americas
Saint Lucia,6/20/2020,19,0,18,1,0,0,0,Americas
Saint Vincent and the Grenadines,6/20/2020,29,0,26,3,0,0,0,Americas
San Marino,6/20/2020,696,42,610,44,0,0,0,Europe
Sao Tome and Principe,6/20/2020,698,12,203,483,5,0,4,Africa
Saudi Arabia,6/20/2020,154233,1230,98917,54086,3941,46,3153,Eastern Mediterranean
Senegal,6/20/2020,5783,82,3859,1842,144,3,71,Africa
Serbia,6/20/2020,12803,260,11889,654,94,1,67,Europe
Seychelles,6/20/2020,11,0,11,0,0,0,0,Africa
Sierra Leone,6/20/2020,1309,53,746,510,11,0,14,Africa
Singapore,6/20/2020,41833,26,34224,7583,218,0,765,Western Pacific
Slovakia,6/20/2020,1586,28,1447,111,10,0,0,Europe
Slovenia,6/20/2020,1519,109,1359,51,6,0,0,Europe
Somalia,6/20/2020,2755,88,751,1916,36,0,27,Eastern Mediterranean
South Africa,6/20/2020,92681,1877,50326,40478,4966,46,2501,Africa
South Korea,6/20/2020,12421,280,10868,1273,48,0,12,Western Pacific
South Sudan,6/20/2020,1882,34,122,1726,18,0,0,Africa
Spain,6/20/2020,245938,28322,150376,67240,363,7,0,Europe
Sri Lanka,6/20/2020,1950,11,1472,467,0,0,26,South-East Asia
Sudan,6/20/2020,8580,521,3325,4734,264,15,239,Eastern Mediterranean
Suriname,6/20/2020,303,8,74,221,10,0,0,Americas
Sweden,6/20/2020,58591,5109,0,53482,515,4,0,Europe
Switzerland,6/20/2020,31243,1956,28900,387,8,0,0,Europe
Syria,6/20/2020,198,7,0,191,11,0,0,Eastern Mediterranean
Taiwan*,6/20/2020,446,7,434,5,0,0,0,Western Pacific
Tajikistan,6/20/2020,5399,52,3894,1453,61,1,64,Europe
Tanzania,6/20/2020,509,21,183,305,0,0,0,Africa
Thailand,6/20/2020,3147,58,3018,71,1,0,10,South-East Asia
Timor-Leste,6/20/2020,24,0,0,24,0,0,0,South-East Asia
Togo,6/20/2020,561,13,366,182,6,0,5,Africa
Trinidad and Tobago,6/20/2020,123,8,109,6,0,0,0,Americas
Tunisia,6/20/2020,1156,50,1017,89,10,0,3,Eastern Mediterranean
Turkey,6/20/2020,186493,4927,158828,22738,1248,22,1312,Europe
US,6/20/2020,2255328,120349,617460,1517519,32749,610,10745,Americas
Uganda,6/20/2020,763,0,492,271,8,0,0,Africa
Ukraine,6/20/2020,36615,1004,16974,18637,860,9,386,Europe
United Arab Emirates,6/20/2020,44533,301,31754,12478,388,1,758,Eastern Mediterranean
United Kingdom,6/20/2020,278640,42783,1319,234538,666,130,0,Europe
Uruguay,6/20/2020,859,25,815,19,6,1,1,Americas
Uzbekistan,6/20/2020,6153,19,4290,1844,207,0,17,Europe
Venezuela,6/20/2020,3789,33,835,2921,198,3,0,Americas
Vietnam,6/20/2020,349,0,327,22,0,0,1,Western Pacific
West Bank and Gaza,6/20/2020,784,3,437,344,109,0,0,Eastern Mediterranean
Western Sahara,6/20/2020,9,1,8,0,0,0,0,Africa
Yemen,6/20/2020,922,254,328,340,3,3,40,Eastern Mediterranean
Zambia,6/20/2020,1430,11,1194,225,0,0,0,Africa
Zimbabwe,6/20/2020,479,4,63,412,0,0,0,Africa
Afghanistan,6/21/2020,28833,581,8764,19488,409,12,472,Eastern Mediterranean
Albania,6/21/2020,1962,44,1134,784,71,1,8,Europe
Algeria,6/21/2020,11771,845,8422,2504,140,8,98,Africa
Andorra,6/21/2020,855,52,792,11,0,0,0,Europe
Angola,6/21/2020,183,9,77,97,7,0,11,Africa
Antigua and Barbuda,6/21/2020,26,3,22,1,0,0,0,Americas
Argentina,6/21/2020,42785,1011,12728,29046,1581,19,522,Americas
Armenia,6/21/2020,20268,350,9002,10916,560,18,148,Europe
Australia,6/21/2020,7474,102,6903,469,13,0,7,Western Pacific
Austria,6/21/2020,17341,690,16197,454,18,2,22,Europe
Azerbaijan,6/21/2020,12729,154,6799,5776,491,6,283,Europe
Bahamas,6/21/2020,104,11,77,16,0,0,3,Americas
Bahrain,6/21/2020,21764,63,16419,5282,433,3,629,Eastern Mediterranean
Bangladesh,6/21/2020,112306,1464,45077,65765,3531,39,1084,South-East Asia
Barbados,6/21/2020,97,7,85,5,0,0,0,Americas
Belarus,6/21/2020,58505,346,37666,20493,569,3,917,Europe
Belgium,6/21/2020,60550,9696,16771,34083,0,0,0,Europe
Belize,6/21/2020,22,2,17,3,0,0,0,Americas
Benin,6/21/2020,765,13,253,499,115,2,6,Africa
Bhutan,6/21/2020,68,0,30,38,0,0,0,South-East Asia
Bolivia,6/21/2020,24388,773,5454,18161,876,33,368,Americas
Bosnia and Herzegovina,6/21/2020,3273,169,2241,863,0,0,0,Europe
Botswana,6/21/2020,89,1,25,63,0,0,0,Africa
Brazil,6/21/2020,1083341,50591,588118,444632,15762,615,11339,Americas
Brunei,6/21/2020,141,3,138,0,0,0,0,Western Pacific
Bulgaria,6/21/2020,3905,199,2074,1632,33,0,47,Europe
Burkina Faso,6/21/2020,903,53,814,36,2,0,4,Africa
Burma,6/21/2020,290,6,200,84,3,0,4,South-East Asia
Burundi,6/21/2020,144,1,93,50,40,0,18,Africa
Cabo Verde,6/21/2020,890,8,413,469,27,0,36,Africa
Cambodia,6/21/2020,129,0,127,2,0,0,1,Western Pacific
Cameroon,6/21/2020,11892,303,7710,3879,282,2,8,Africa
Canada,6/21/2020,103065,8481,0,94584,316,16,0,Americas
Central African Republic,6/21/2020,2808,23,472,2313,122,4,52,Africa
Chad,6/21/2020,858,74,752,32,0,0,6,Africa
Chile,6/21/2020,242355,4479,200569,37307,5607,184,3960,Americas
China,6/21/2020,84572,4639,77959,1974,19,0,1,Western Pacific
Colombia,6/21/2020,68652,2237,27412,39003,3019,111,3377,Americas
Comoros,6/21/2020,247,5,159,83,0,0,0,Africa
Congo (Brazzaville),6/21/2020,883,27,391,465,0,0,0,Africa
Congo (Kinshasa),6/21/2020,5826,130,841,4855,154,5,34,Africa
Costa Rica,6/21/2020,2213,12,1032,1169,86,0,18,Americas
Cote d'Ivoire,6/21/2020,7492,54,3068,4370,216,2,76,Africa
Croatia,6/21/2020,2317,107,2142,68,18,0,0,Europe
Cuba,6/21/2020,2312,85,2103,124,3,0,32,Americas
Cyprus,6/21/2020,986,19,824,143,1,0,0,Europe
Czechia,6/21/2020,10498,336,7499,2663,50,0,22,Europe
Denmark,6/21/2020,12578,600,11469,509,0,0,0,Europe
Djibouti,6/21/2020,4582,45,3859,678,17,0,294,Eastern Mediterranean
Dominica,6/21/2020,18,0,18,0,0,0,0,Americas
Dominican Republic,6/21/2020,26677,662,15138,10877,899,7,181,Americas
Ecuador,6/21/2020,50640,4223,24991,21426,909,67,545,Americas
Egypt,6/21/2020,55233,2193,14736,38304,1475,87,409,Eastern Mediterranean
El Salvador,6/21/2020,4626,98,2535,1993,151,5,86,Americas
Equatorial Guinea,6/21/2020,1664,32,515,1117,0,0,0,Africa
Eritrea,6/21/2020,143,0,39,104,0,0,0,Africa
Estonia,6/21/2020,1981,69,1764,148,0,0,6,Europe
Eswatini,6/21/2020,635,5,285,345,8,0,0,Africa
Ethiopia,6/21/2020,4532,74,1213,3245,63,2,91,Africa
Fiji,6/21/2020,18,0,18,0,0,0,0,Western Pacific
Finland,6/21/2020,7143,326,6200,617,1,0,0,Europe
France,6/21/2020,197636,29643,74496,93497,284,7,60,Europe
Gabon,6/21/2020,4428,34,1750,2644,0,0,0,Africa
Gambia,6/21/2020,37,2,24,11,0,0,0,Africa
Georgia,6/21/2020,906,14,755,137,8,0,3,Europe
Germany,6/21/2020,191272,8895,174740,7637,602,0,131,Europe
Ghana,6/21/2020,14154,85,10473,3596,437,0,399,Africa
Greece,6/21/2020,3266,190,1374,1702,10,0,0,Europe
Greenland,6/21/2020,13,0,13,0,0,0,0,Europe
